city,latitude,longitude,pageurl,site_review_rating,property_name
Delhi,28.63387079,77.2210547,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/3163652544647491969/na/hq/,3,Hotel Palace Heights
Rourkela,22.2251031,84.8595735,http://www.goibibo.com/hotels/detail/Rourkela/hn/2258194960531981962/1066011882247473980/na/hq/,1.5,Hotel Rainbow Regency
Ernakulam,10.1123296,76.3477052,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/8251747591235298141/na/hq/,4.1,Hotel Periyaar
Kolhapur,16.70440492,74.23498494,http://www.goibibo.com/hotels/detail/Kolhapur/hn/3931060669256740310/1999460885051411285/na/hq/,3.9,Hotel Pavillion
Navi Mumbai,19.0759837,72.8776559,http://www.goibibo.com/hotels/detail/Navi Mumbai/hn/1914808440588557366/1586676601170594656/na/hq/,1,Hotel Prince International
Manali,32.22782135,77.18895721,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/7646685176891361394/na/hq/,3.6,Hotel Raj Palace
Udaipur,24.58680749,73.68505127,http://www.goibibo.com/hotels/detail/Udaipur/hn/3369724356477798574/42462057597053368/na/hq/,4.1,Hotel Rajdarshan
Harda,22.3381268,77.1005121,http://www.goibibo.com/hotels/detail/Harda/hn/1993691985133750482/7715465157422925329/na/hq/,1,Hotel Raj Residency
Gangtok,27.3356712,88.6155101,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/7536665620776806288/na/hq/,1,Hotel Polok
Saharanpur,29.9706573,77.5417509,http://www.goibibo.com/hotels/detail/Saharanpur/hn/5728769617029254707/9161428466327728168/na/hq/,1,Hotel President
Ajmer,26.4575051,74.6374814,http://www.goibibo.com/hotels/detail/Ajmer/hn/5497937227335747566/5729103980746290605/na/hq/,1,Hotel Pravasi Palace &amp; swad Restaurant
Delhi,28.653002,77.1923631,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/103066762090718175/na/hq/,3.8,Hotel Radiance
Patna,25.61165883,85.1426855,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/7057746117604304415/na/hq/,3.7,Hotel Patliputra Exotica
Bhagalpur,25.2414303,86.9924358,http://www.goibibo.com/hotels/detail/Bhagalpur/hn/1275170762812299938/2036292934901484708/na/hq/,3.1,Hotel Rajhans International
Hyderabad,17.43510783,78.49968813,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/5201421600634388804/na/hq/,1.7,Hotel Prince Palace
Bordi,20.11998143,72.73932325,http://www.goibibo.com/hotels/detail/Bordi/hn/1593350010628893995/2466900308428833534/na/hq/,1,Hotel Pride ExcellenSea
Jammu,32.72978537,74.86248688,http://www.goibibo.com/hotels/detail/Jammu/hn/4423277054610635307/8574245706248260728/na/hq/,3.8,Hotel Raghunath
Jaisalmer,26.9247554,70.9098701,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/3212010003722964501/na/hq/,4.3,Hotel Radhika
Rohtak,28.896436,76.5838602,http://www.goibibo.com/hotels/detail/Rohtak/hn/2182253611357095182/465920299355113812/na/hq/,1,Hotel Raj
Nashik,20.01300649,73.79321139,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/8352802860782603797/na/hq/,3.6,Hotel Rahi
Satara,17.68762592,74.00216991,http://www.goibibo.com/hotels/detail/Satara/hn/1286706836037343554/3310364200119549095/na/hq/,3.6,Hotel Pooja Residency
Ratlam,23.3341696,75.0376325,http://www.goibibo.com/hotels/detail/Ratlam/hn/3353204964476483321/6194474591667513532/na/hq/,1,Hotel Palash
Kanpur,26.4634014,80.3018107,http://www.goibibo.com/hotels/detail/Kanpur/hn/8312659373678178248/1691680465683079744/na/hq/,1,Hotel President
Sangamner,19.9974533,73.7898023,http://www.goibibo.com/hotels/detail/Sangamner/hn/7505738267445730883/7083468845701036311/na/hq/,3,Hotel panchavati sangamner
Manali,32.2516014,77.1806565,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/4707743930019520905/na/hq/,3.7,Hotel Rajhans
Angamaly,10.16598553,76.4371027,http://www.goibibo.com/hotels/detail/Angamaly/hn/6056551542262426521/2149411342102489633/na/hq/,1,Hotel Prince
Bhandardara,19.5375291,73.7694815,http://www.goibibo.com/hotels/detail/Bhandardara/hn/4564607930496735949/5187092595491007/na/hq/,1,Hotel Panchasheel
Kodaikanal,10.24215361,77.49508893,http://www.goibibo.com/hotels/detail/Kodaikanal/hn/444516582436447369/3487190857724702205/na/hq/,2,Hotel R J INN
Pali,25.7790319,73.3227983,http://www.goibibo.com/hotels/detail/Pali/hn/6949583170893794769/3615716993923038135/na/hq/,1,HOTEL POONAM
Shimla,31.092466,77.17746,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/1923769941457192394/na/hq/,3.5,Hotel Rajat Regency
Kasauli,30.90074121,76.96673848,http://www.goibibo.com/hotels/detail/Kasauli/hn/4390187315908495063/5394599460164651039/na/hq/,3.1,Hotel R Maidens
Hoshangabad,22.7530209,77.7168992,http://www.goibibo.com/hotels/detail/Hoshangabad/hn/2056062904685043411/5234931887772732387/na/hq/,1,Hotel Palash Residency
Vadodara,22.3094529,73.186587,http://www.goibibo.com/hotels/detail/Vadodara/hn/1913041709781751242/2716218251202076735/na/hq/,4.1,Hotel President
Siliguri,26.7083818,88.4268741,http://www.goibibo.com/hotels/detail/Siliguri/hn/1076703141543671718/6570498804073036955/na/hq/,3.6,Hotel Park Heaven
Mandawa,28.050017,75.1487007,http://www.goibibo.com/hotels/detail/Mandawa/hn/4685056853136956107/4516279264215407644/na/hq/,1,Hotel Radhika Haveli
Ludhiana,30.900965,75.8572758,http://www.goibibo.com/hotels/detail/Ludhiana/hn/7456787645128561245/5912757470985796842/na/hq/,3.9,Hotel Parhar
Jammu,32.7266016,74.8570259,http://www.goibibo.com/hotels/detail/Jammu/hn/4423277054610635307/6786575790897538925/na/hq/,3.1,Hotel Pride Inn
Nagpur,21.1442869,79.0837621,http://www.goibibo.com/hotels/detail/Nagpur/hn/9086912262372673635/4808774759054001294/na/hq/,3.5,HOTEL PRESIDENT
Morvi,22.8119895,70.8236195,http://www.goibibo.com/hotels/detail/Morvi/hn/8531493646888892208/4287490761376312268/na/hq/,5,Hotel Radhe Inn
Haldwani,29.21487034,79.52869138,http://www.goibibo.com/hotels/detail/Haldwani/hn/1726684544468115795/7889390267817121701/na/hq/,1,Hotel President
Kalpa,31.5389997,78.2518863,http://www.goibibo.com/hotels/detail/Kalpa/hn/6938852412226278223/7909767327719868992/na/hq/,1,HOTEL PARVATI
Patna,25.61231772,85.1372378,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/9024837646037615096/na/hq/,3.4,Hotel President
Mount Abu,24.5811731,72.7231464,http://www.goibibo.com/hotels/detail/Mount Abu/hn/9195262341727064608/357894757664192090/na/hq/,1,Hotel Purohit Palace
Jawalamukhi,31.8760295,76.3102478,http://www.goibibo.com/hotels/detail/Jawalamukhi/hn/5404712191059842068/7432086561308750052/na/hq/,1,hotel parth
Thodupuzha,9.9443387,76.6411363,http://www.goibibo.com/hotels/detail/Thodupuzha/hn/2837916710408086376/6792560964672427338/na/hq/,1,Hotel Pearl Royal
Roorkee,29.8397009,77.8851435,http://www.goibibo.com/hotels/detail/Roorkee/hn/1268976774218365852/3392761365783888647/na/hq/,1,HOTEL PACIFIC
Pahalgam,33.9813634,75.3200528,http://www.goibibo.com/hotels/detail/Pahalgam/hn/8690604689099662109/1975280449107332170/na/hq/,1,Hotel Park Palace
Sibsagar,26.9830194,94.6343144,http://www.goibibo.com/hotels/detail/Sibsagar/hn/2772638061732461912/4659074336406371916/na/hq/,4.5,Hotel Piccollo
Mumbai,19.016339,72.840289,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/5504033162986829524/na/hq/,3.8,Hotel Parklane
Bijnaur,29.6128628,78.3337405,http://www.goibibo.com/hotels/detail/Bijnaur/hn/6828809986393400201/941408220204808587/na/hq/,4.3,hotel Rajan
Somnath,20.9055016,70.4041605,http://www.goibibo.com/hotels/detail/Somnath/hn/4105240388460068627/2655084539729969419/na/hq/,2.8,Hotel Radhika
Haridwar,29.91722213,78.09831005,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/5874838599244630405/na/hq/,3.5,Hotel Parth
Ganpatipule,17.1488663,73.2726946,http://www.goibibo.com/hotels/detail/Ganpatipule/hn/1878646129688888888/5989814509269040173/na/hq/,4.3,Hotel Pritysangam
Nahan,30.5599327,77.295483,http://www.goibibo.com/hotels/detail/Nahan/hn/2295862152098631837/5665681704820192488/na/hq/,4.1,Hotel Prem Nisarga
Anandpur Sahib,31.1846474,76.5656095,http://www.goibibo.com/hotels/detail/Anandpur Sahib/hn/1639406610859879108/4372700023814886350/na/hq/,2,Hotel Park Plaza
Thrissur,10.5192579,76.2145961,http://www.goibibo.com/hotels/detail/Thrissur/hn/9163162457646324921/978667484726033136/na/hq/,5,HOTEL PEARL REGENCY
Solan,30.9023489,77.0895421,http://www.goibibo.com/hotels/detail/Solan/hn/5186446784747260557/3100506425285273062/na/hq/,1,Hotel Park Way Inn
Udaipur,24.573234,73.693352,http://www.goibibo.com/hotels/detail/Udaipur/hn/3369724356477798574/4381006221278592263/na/hq/,1,Hotel Park City
Chennai,13.077187,80.2624594,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/5172150246677448286/na/hq/,2.4,HOTEL RAJ RESIDENCY
Tuticorin,8.8055446,78.138808,http://www.goibibo.com/hotels/detail/Tuticorin/hn/7915917895192102544/5379195990433322996/na/hq/,3.7,hotel raj
Hyderabad,17.4325291,78.4048263,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/1810743912372798330/na/hq/,2,Hotel R-Inn Residency
Raipur,21.243919,81.63510438,http://www.goibibo.com/hotels/detail/Raipur/hn/7802292548766851295/752000753844844362/na/hq/,3.8,Hotel Poonam
Mussoorie,30.4599099,78.0663978,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/7910453501920718782/na/hq/,2,Hotel Poornima
Shillong,25.58560709,91.88971346,http://www.goibibo.com/hotels/detail/Shillong/hn/5893379290811218651/5049333910735970244/na/hq/,4.1,Hotel Polo Towers (Wi Fi Complimentary)
Shimla,31.0658281,77.1312586,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/4801521093792793867/na/hq/,1,Hotel Pinecone
Anandpur Sahib,31.235892,76.5010524,http://www.goibibo.com/hotels/detail/Anandpur Sahib/hn/1639406610859879108/1010613299549417565/na/hq/,1,Hotel Paramount lodge
Pauri Garwal,30.2227119,78.7885906,http://www.goibibo.com/hotels/detail/Pauri Garwal/hn/5035266208908050583/6521783626017171783/na/hq/,1,Hotel Prachi
Manali,32.2459085,77.1826108,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/3255616274931710612/na/hq/,3,Hotel Prashant - Bene Resorts
Mussoorie,30.46178279,78.07118965,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/3174631233277456946/na/hq/,2.8,Hotel Peak View
Indore,22.72050335,75.87189873,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/4817587724279282955/na/hq/,3.9,Hotel Purva
Kinnaur,31.4254859,78.2649956,http://www.goibibo.com/hotels/detail/Kinnaur/hn/483015222101423676/5188505327267039918/na/hq/,1,hotel prakash
Kannur,11.86939057,75.36489354,http://www.goibibo.com/hotels/detail/Kannur/hn/2239235443641646617/348365361070625348/na/hq/,4.1,Hotel Rainbow Suites
Satna,24.57117892,80.84775519,http://www.goibibo.com/hotels/detail/Satna/hn/1531433990938176128/7076915646017261318/na/hq/,4.6,Hotel Park Shree
Shirdi,19.77,74.48,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/5653984357569947790/na/hq/,4.2,Hotel Pratham Sai
Indore,22.7195687,75.8577258,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/6448722041251038569/na/hq/,2.9,Hotel Pearl Indore
Kanyakumari,8.0829445,77.5512055,http://www.goibibo.com/hotels/detail/Kanyakumari/hn/4049791448359331848/480084538494486270/na/hq/,4.4,Hotel Rajam
Gulmarg,34.05502903,74.4009448,http://www.goibibo.com/hotels/detail/Gulmarg/hn/5753623020868390235/1954651721237598988/na/hq/,3.6,Hotel Poshwan
Bangalore,12.94645741,77.57621064,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7952963859789900557/na/hq/,3.7,Hotel Pai Vista
Jaipur,26.89709513,75.73901729,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/4212295656834718460/na/hq/,4.2,Hotel Rajawat Manor
Chennai,13.0348718,80.2577892,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/1068775192129810392/na/hq/,4,Hotel Rainbow
Bhopal,23.2505689,77.4626358,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/3763251577042870956/na/hq/,3,Hotel Palak
Hoshiarpur,31.5350502,75.9101093,http://www.goibibo.com/hotels/detail/Hoshiarpur/hn/5031314333481707702/2044488340358281811/na/hq/,1,Hotel Palace
Rohtak,28.8856565,76.6231746,http://www.goibibo.com/hotels/detail/Rohtak/hn/2182253611357095182/5037591712663355997/na/hq/,3.4,Hotel Platinum Plaza
Bakkhali,21.5631303,88.2595023,http://www.goibibo.com/hotels/detail/Bakkhali/hn/5775410027335997807/6985307008845523147/na/hq/,1,Hotel Pinki
Kashipur,23.6083987,90.4775171,http://www.goibibo.com/hotels/detail/Kashipur/hn/6660553334634788838/6964542226514970211/na/hq/,1,Hotel Premdeep International
Patna,25.6060801,85.1372679,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/194220543485201976/na/hq/,3.6,Hotel Patliputra Nirvana
Pune,18.62522009,73.80430381,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/6599344319040113499/na/hq/,3.6,Hotel Pavitra
Srinagar,34.0815124,74.8311931,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/3410143236024030493/na/hq/,1,Hotel Paradise
Bhubaneswar,20.2592001,85.831986,http://www.goibibo.com/hotels/detail/Bhubaneswar/hn/6055181608245179114/8599177908460313123/na/hq/,2.7,Hotel Pelican
Lataguri,26.7180956,88.8124204,http://www.goibibo.com/hotels/detail/Lataguri/hn/1924800258483453613/6415846906318000680/na/hq/,1,Hotel Prime Murti
Bhopal,23.23083576,77.44319854,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/8391537325361781931/na/hq/,3.8,Hotel Rajhans Regent
Rajkot,22.2874646,70.7767544,http://www.goibibo.com/hotels/detail/Rajkot/hn/7030802527799619237/6020642677225731444/na/hq/,4.5,Hotel Pallav
Una,32.1215925,76.2848394,http://www.goibibo.com/hotels/detail/Una/hn/8270623289288909015/5272267211661621744/na/hq/,1,Hotel Paras
Dapoli,17.767697,73.1910115,http://www.goibibo.com/hotels/detail/Dapoli/hn/6802487720102970772/3341648793739278439/na/hq/,2,Hotel Presidency
Siliguri,26.7225376,88.4171102,http://www.goibibo.com/hotels/detail/Siliguri/hn/1076703141543671718/5491735633654746486/na/hq/,4,Hotel Rajdarbar
Bhubaneswar,20.2773481,85.8357166,http://www.goibibo.com/hotels/detail/Bhubaneswar/hn/6055181608245179114/8954484086435765931/na/hq/,2.9,Hotel Priya
Srinagar,34.0815124,74.8311931,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/242931101920081752/na/hq/,1,HOTEL PANAASH
Shimla,31.1048145,77.1734033,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/2419684383373869222/na/hq/,1,Hotel Pioneer
Pune,18.5225965,73.86389807,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/1255096800363464313/na/hq/,2.9,Hotel Padma Krishna
Raipur,21.2436524,81.63505916,http://www.goibibo.com/hotels/detail/Raipur/hn/7802292548766851295/5429731447375027848/na/hq/,3.8,Hotel Radhika
Hassan,12.99411003,76.08484436,http://www.goibibo.com/hotels/detail/Hassan/hn/4013299611085558956/5224448051079800149/na/hq/,4.5,Hotel Raama
Ajmer,26.4684882,74.6367996,http://www.goibibo.com/hotels/detail/Ajmer/hn/5497937227335747566/815938790949034291/na/hq/,3.1,Hotel Prithviraj
Indore,22.7540003,75.8995606,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/8817412396968467877/na/hq/,3.1,Hotel Paradise
Mahesana,23.5879607,72.3693252,http://www.goibibo.com/hotels/detail/Mahesana/hn/4418084957728206752/1292420714223530922/na/hq/,1,Hotel Radhey Inn Guest House
Nashik,19.99432389,73.79837967,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/4523384222234421416/na/hq/,3.1,Hotel Radhika
Haridwar,29.9573607,78.1749687,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/3800619137261066978/na/hq/,1,Hotel Pallavi
Pune,18.6364426,73.79809275,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/8301994046745746212/na/hq/,3,Hotel Plaza Palace
Aurangabad,19.86072726,75.31110818,http://www.goibibo.com/hotels/detail/Aurangabad/hn/3546476842016126643/5900254814100757954/na/hq/,4,Hotel Preetam
Mussoorie,30.4585,78.0737511,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/6248232013574081328/na/hq/,1,Hotel Palm Retreat
Gondia,21.4600405,80.1942787,http://www.goibibo.com/hotels/detail/Gondia/hn/2336454976641126427/4456441027375398165/na/hq/,1,Hotel Pacific
Solan,30.9113899,77.1045679,http://www.goibibo.com/hotels/detail/Solan/hn/5186446784747260557/5089012689468101415/na/hq/,1,Hotel Paragon Palace
Goa,15.2993265,74.123996,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/896743548580197573/na/hq/,1,Hotel Pearl
Ernakulam,9.975874829,76.28490773,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/340765411788598954/na/hq/,4.2,Hotel Pearl Palace
Ahmadnagar,19.12105678,74.72815947,http://www.goibibo.com/hotels/detail/Ahmadnagar/hn/759204563582051490/4678167598732676242/na/hq/,1.6,Hotel Panchsheel
Jabalpur,23.1639205,79.9263994,http://www.goibibo.com/hotels/detail/Jabalpur/hn/6249589975474870272/3775817014406588450/na/hq/,2.5,Hotel Pankaj Palace
Gorakhpur,26.7448496,83.3655823,http://www.goibibo.com/hotels/detail/Gorakhpur/hn/2496493766324838012/3919487533998813661/na/hq/,1,Hotel Raj
Darjeeling,27.0391872,88.2658727,http://www.goibibo.com/hotels/detail/Darjeeling/hn/4863087815102631912/8413955443766889957/na/hq/,3.9,Hotel Princess
Darjeeling,27.0398589,88.2654828,http://www.goibibo.com/hotels/detail/Darjeeling/hn/4863087815102631912/5628933989846107630/na/hq/,1,Hotel Prestige
Pali,25.7227599,73.6094662,http://www.goibibo.com/hotels/detail/Pali/hn/6949583170893794769/734625984092867039/na/hq/,1,Hotel Pawan International
Pushkar,26.489749,74.5510856,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/4256754574536449075/na/hq/,4.8,Hotel Prafful Palace
Jaisalmer,26.9157487,70.9083443,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/9039104746017798988/na/hq/,1,Hotel Raj Mandir
Agartala,23.8368023,91.2830851,http://www.goibibo.com/hotels/detail/Agartala/hn/3048526927545682854/6691754887085884841/na/hq/,1,Hotel Palace Inn
Yamunanagar,30.1245718,77.2897197,http://www.goibibo.com/hotels/detail/Yamunanagar/hn/2288252101901177231/7754577517710707902/na/hq/,3,Hotel Prince
Ahmedabad,22.95791164,72.65655979,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/509327105055339676/na/hq/,4.2,Hotel Radhe Inn
Bangalore,12.9554591,77.6510458,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/4627172925723035640/na/hq/,1,Hotel Raj Comforts
Gokarna,13.5649755,74.7003731,http://www.goibibo.com/hotels/detail/Gokarna/hn/1589221541418097800/900815078202912813/na/hq/,1,Hotel Pandurang International Kumta
Mandi,31.69863687,76.94865199,http://www.goibibo.com/hotels/detail/Mandi/hn/1942142800698979882/7164534898459695156/na/hq/,2.6,Hotel Paras
Porbandar,21.6383162,69.61248282,http://www.goibibo.com/hotels/detail/Porbandar/hn/6997269065911237268/1673244441259312043/na/hq/,2.9,Hotel President
Indore,22.7195687,75.8577258,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/324968697269985447/na/hq/,3,Hotel President Park
Bhilwara,25.3172708,74.6325558,http://www.goibibo.com/hotels/detail/Bhilwara/hn/3444986969998946096/3359830073355174662/na/hq/,3.5,Hotel Radiance
Bangalore,13.1933585,77.6455922,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/1473956774768509926/na/hq/,3.7,Hotel Presidency
Dibrugarh,27.4728327,94.9119621,http://www.goibibo.com/hotels/detail/Dibrugarh/hn/8112233193695852761/4452944338818216506/na/hq/,1,Hotel Raj Palace
Annavaram,17.2792947,82.3967108,http://www.goibibo.com/hotels/detail/Annavaram/hn/3362827069877661638/2354473136926584631/na/hq/,1,Hotel Raghavendra Residency
Hospet,15.2688542,76.3909241,http://www.goibibo.com/hotels/detail/Hospet/hn/5442236007651488849/4014692169887916484/na/hq/,3.1,Hotel Rainbow Residency
Chandigarh,30.731287,76.76467896,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/2346350347224289537/na/hq/,4,Hotel Park View
Coimbatore,11.01261946,76.96628925,http://www.goibibo.com/hotels/detail/Coimbatore/hn/3924148632351062483/1676214119749078346/na/hq/,4.3,Hotel Prince Gardens
Manali,32.23963931,77.18854284,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/7098189110914647474/na/hq/,3.6,Hotel Piccadily
Namchi,27.166996,88.3652122,http://www.goibibo.com/hotels/detail/Namchi/hn/5975040799957628978/6005824337852471084/na/hq/,1,Hotel Pradhan
Dhanbad,23.7956531,86.4303859,http://www.goibibo.com/hotels/detail/Dhanbad/hn/3819426688609930178/1244100154598850015/na/hq/,3.8,Hotel Poddar Regency
Mumbai,19.0774925,72.8785958,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/5885876042859944831/na/hq/,4,Hotel Priyadarshani AC Dormitory (Male Only)
Bikaner,28.01764115,73.33678011,http://www.goibibo.com/hotels/detail/Bikaner/hn/1560603270455679984/6518292550666198904/na/hq/,3.6,Hotel Padmini Niwas
Hisar,29.049537,75.5742467,http://www.goibibo.com/hotels/detail/Hisar/hn/7109045918550554109/4320183698679947630/na/hq/,4,Hotel Paras
Ratnagiri,16.990215,73.3120233,http://www.goibibo.com/hotels/detail/Ratnagiri/hn/1878646129691556535/7712240137968384031/na/hq/,1,Hotel Prasad
Pachmarhi,22.47248983,78.43556869,http://www.goibibo.com/hotels/detail/Pachmarhi/hn/2923185722879244397/1440885530064830843/na/hq/,2,Hotel Pushpakdham
Jaipur,26.89766816,75.75686897,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/7325425289701676871/na/hq/,3.8,Hotel Panchsheel
Panvel,18.99447443,73.11530842,http://www.goibibo.com/hotels/detail/Panvel/hn/4761547441228189942/2431757586212397048/na/hq/,4.5,Hotel Park Inn
Pushkar,26.48522312,74.56398767,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/6528524391937137183/na/hq/,3.1,Hotel Peacock Holiday Resort
Surendranagar,23.0926465,71.8867788,http://www.goibibo.com/hotels/detail/Surendranagar/hn/1315628192024674882/3830332669649606889/na/hq/,1,Hotel Radhe
Gangtok,27.3357155,88.6155002,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/5413481250906790412/na/hq/,3.5,HOTEL PALBHEU
Chandigarh,30.7256005,76.7473592,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/8936307760475789822/na/hq/,1,Hotel Rajdeep
Mussoorie,30.45793888,78.05558984,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/1828930335927548614/na/hq/,3.7,HOTEL RADHA RESIDENCY
Chhindwara,22.0599038,79.0531379,http://www.goibibo.com/hotels/detail/Chhindwara/hn/3196610824880146280/1690238562374701783/na/hq/,4,Hotel Pooja
Ranchi,23.36756074,85.32491173,http://www.goibibo.com/hotels/detail/Ranchi/hn/332222994875110869/7546566330082411848/na/hq/,3.7,Hotel Pearl
Etawah,26.8117116,79.0046898,http://www.goibibo.com/hotels/detail/Etawah/hn/4829460754068055580/4657843935167764501/na/hq/,3,Hotel Raj Darbar
Ulhas Nagar,19.2215115,73.1644628,http://www.goibibo.com/hotels/detail/Ulhas Nagar/hn/3809234555089214503/2715400056159076505/na/hq/,1,Hotel Praveen International
Nagpur,21.148373,79.0715671,http://www.goibibo.com/hotels/detail/Nagpur/hn/9086912262372673635/4161432281475449686/na/hq/,1,Hotel Pearlinn
Dharmsala,32.2425758,76.3212781,http://www.goibibo.com/hotels/detail/Dharmsala/hn/7558408766196243005/2220750216048725606/na/hq/,1,Hotel Padmini
Mainpuri,27.216873,79.0351065,http://www.goibibo.com/hotels/detail/Mainpuri/hn/650963123131340707/5336226337331412417/na/hq/,5,Hotel Raj Regency
Gandhinagar,23.2239595,72.5101301,http://www.goibibo.com/hotels/detail/Gandhinagar/hn/6413353945126501356/1494643367166280596/na/hq/,1,Hotel Pyramid
Neemuch,24.4763852,74.8624092,http://www.goibibo.com/hotels/detail/Neemuch/hn/4335680694903585251/6589984025446753429/na/hq/,2.7,Hotel Raj Palace
Darjeeling,27.0444583,88.2636833,http://www.goibibo.com/hotels/detail/Darjeeling/hn/4863087815102631912/3646053508352975073/na/hq/,3,Hotel Pineridge
Vijayawada,16.5115964,80.6277973,http://www.goibibo.com/hotels/detail/Vijayawada/hn/9125341922463979045/158072881493418079/na/hq/,4.1,Hotel Raj Towers
Goa,15.50036501,73.82656491,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8725502225806466334/na/hq/,3.7,Hotel Park Plaza
Gorakhpur,26.7672962,83.3411318,http://www.goibibo.com/hotels/detail/Gorakhpur/hn/2496493766324838012/7198553825750792724/na/hq/,4.5,Hotel Pradeep Palace
Lakhimpur,27.9460589,80.7833035,http://www.goibibo.com/hotels/detail/Lakhimpur/hn/8932624938140821796/3445080057119841298/na/hq/,1,Hotel Pratham
Tiruchengode,11.3805699,77.89489,http://www.goibibo.com/hotels/detail/Tiruchengode/hn/9215310053053253838/2487594781173607962/na/hq/,4.4,Hotel Radha Prasad
Hyderabad,17.4584365,78.4329018,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7763011638559154859/na/hq/,1,Hotel Palak Residency
Purulia,23.3320779,86.365208,http://www.goibibo.com/hotels/detail/Purulia/hn/6162368909855276166/8769033933465529167/na/hq/,1,Hotel Purulia Inn
Vijayawada,15.9128998,79.7399875,http://www.goibibo.com/hotels/detail/Vijayawada/hn/9125341922463979045/3863558947320683569/na/hq/,1,Hotel Princess
Delhi,28.5221074,77.2153169,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5538183517671699368/na/hq/,2.2,Hotel Palm Greens
Chandigarh,30.7275172,76.80404761,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/284229359477195975/na/hq/,3.6,Hotel President
Varanasi,25.2948299,82.9718443,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/2962396909543547875/na/hq/,3.8,Hotel Park Inn
Coimbatore,10.9979088,76.96926,http://www.goibibo.com/hotels/detail/Coimbatore/hn/3924148632351062483/8868396425002719665/na/hq/,4,Hotel Park Inn
